Component ID,Batch,24h Leakage (µA),Allowed Limit (µA),Change from 0h to 24h (µA),Status,Why?,Suggested Action
MLCC_C002823,MLCC_B015,0.0064,0.12,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002824,MLCC_B003,0.0875,0.7,-0.0175,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002825,MLCC_B011,0.0141,0.12,0.0017,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002826,MLCC_B046,0.0235,0.12,-0.0041,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002827,MLCC_B010,0.0713,0.7,-0.0284,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002829,MLCC_B045,0.0121,0.25,-0.002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002830,MLCC_B008,0.0754,0.7,-0.0471,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002836,MLCC_B011,0.0117,0.12,0.0001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002837,MLCC_B027,0.0322,0.25,-0.0046,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002838,MLCC_B058,0.1037,1.3,-0.0052,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002839,MLCC_B039,0.0093,0.12,-0.0042,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002840,MLCC_B057,0.1138,1.3,-0.0219,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002843,MLCC_B007,0.0304,0.25,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002844,MLCC_B049,0.0345,0.25,-0.0004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002845,MLCC_B045,0.0283,0.25,-0.0044,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002846,MLCC_B054,0.8582,0.7,-0.035,ABOVE LIMIT,"24h leakage is 0.8582 µA, above the allowed limit of 0.7000 µA.",CHECK / RETEST
MLCC_C002848,MLCC_B033,0.0401,0.25,-0.0022,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002854,MLCC_B011,0.013,0.12,-0.0026,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002855,MLCC_B039,0.0151,0.12,-0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002856,MLCC_B027,0.0173,0.25,-0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002857,MLCC_B051,0.0721,0.7,-0.0082,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002859,MLCC_B050,0.0283,0.25,-0.0,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002863,MLCC_B044,0.1236,0.12,0.1046,ABOVE LIMIT,"24h leakage is 0.1236 µA, above the allowed limit of 0.1200 µA.",CHECK / RETEST
MLCC_C002868,MLCC_B049,0.043,0.25,-0.0065,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002869,MLCC_B013,0.3612,0.7,0.302,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C002870,MLCC_B033,0.0272,0.25,-0.0063,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002871,MLCC_B011,0.023,0.12,0.0018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002872,MLCC_B003,0.0659,0.7,-0.0058,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002873,MLCC_B058,0.0984,1.3,-0.0097,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002874,MLCC_B022,0.0786,0.7,-0.0049,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002875,MLCC_B058,0.1413,1.3,-0.0096,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002879,MLCC_B049,0.0412,0.25,-0.0062,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002880,MLCC_B027,0.0398,0.25,-0.0022,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002881,MLCC_B058,0.1617,1.3,0.0517,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002882,MLCC_B033,0.026,0.25,-0.0033,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002885,MLCC_B028,0.0875,1.3,-0.0047,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002886,MLCC_B033,0.0285,0.25,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002889,MLCC_B051,0.0757,0.7,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002890,MLCC_B039,0.014,0.12,-0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002891,MLCC_B012,0.1381,1.3,-0.0237,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002892,MLCC_B049,0.0469,0.25,-0.004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002893,MLCC_B044,0.0156,0.12,-0.0009,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002894,MLCC_B016,0.1658,1.3,-0.0189,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002895,MLCC_B042,0.1896,1.3,0.058,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002896,MLCC_B042,0.1085,1.3,-0.0185,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002901,MLCC_B033,0.0349,0.25,0.0053,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002903,MLCC_B051,0.0812,0.7,-0.0105,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002905,MLCC_B013,0.0587,0.7,-0.003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002907,MLCC_B042,0.1043,1.3,-0.0087,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002908,MLCC_B058,0.1487,1.3,-0.0004,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002909,MLCC_B028,0.1596,1.3,0.0114,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002910,MLCC_B028,0.243,1.3,-0.0366,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002911,MLCC_B008,0.0801,0.7,-0.0109,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002912,MLCC_B053,0.0972,0.7,-0.0058,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002913,MLCC_B021,0.0233,0.12,0.0081,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002914,MLCC_B005,0.0774,0.7,-0.0127,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002915,MLCC_B014,0.0127,0.12,-0.0015,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002917,MLCC_B046,0.0157,0.12,-0.0018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002918,MLCC_B009,0.0164,0.12,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002919,MLCC_B033,0.0214,0.25,-0.0014,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002920,MLCC_B012,0.1477,1.3,-0.0268,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002923,MLCC_B016,0.2002,1.3,-0.0283,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002924,MLCC_B012,0.1279,1.3,-0.0031,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002925,MLCC_B043,0.0554,0.25,0.0151,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002926,MLCC_B053,0.1039,0.7,-0.0102,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002927,MLCC_B007,0.055,0.25,0.0003,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002928,MLCC_B025,0.2007,1.3,-0.1069,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002929,MLCC_B058,0.1799,1.3,-0.0345,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002933,MLCC_B022,0.0912,0.7,-0.0046,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002934,MLCC_B009,0.0117,0.12,-0.0021,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002935,MLCC_B022,0.1005,0.7,0.0075,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002936,MLCC_B046,0.0221,0.12,0.0002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002937,MLCC_B011,0.0473,0.12,0.0289,CHECK / MONITOR,The 24h reading is unusually high compared with other components in the same batch.,MONITOR
MLCC_C002940,MLCC_B049,0.0242,0.25,-0.0019,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002941,MLCC_B042,0.1728,1.3,-0.0196,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002946,MLCC_B047,0.1285,1.3,-0.0219,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002947,MLCC_B041,0.0136,0.12,-0.0034,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002951,MLCC_B013,0.0519,0.7,-0.0056,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002953,MLCC_B008,0.1453,0.7,-0.0385,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002954,MLCC_B046,0.017,0.12,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002955,MLCC_B042,0.2158,1.3,-0.0281,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002956,MLCC_B005,0.0624,0.7,0.0018,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002957,MLCC_B053,0.0948,0.7,-0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002959,MLCC_B014,0.0121,0.12,-0.002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002960,MLCC_B043,0.0292,0.25,-0.0027,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002961,MLCC_B037,0.0307,0.25,0.0008,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002962,MLCC_B022,0.0929,0.7,-0.0058,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002963,MLCC_B014,0.0171,0.12,-0.0036,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002964,MLCC_B045,0.0278,0.25,-0.0075,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002965,MLCC_B024,0.0324,0.25,-0.0025,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002968,MLCC_B013,0.1623,0.7,0.0001,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002969,MLCC_B058,0.1524,1.3,-0.0057,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002971,MLCC_B041,0.0182,0.12,-0.0044,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002972,MLCC_B024,0.0323,0.25,-0.0026,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002975,MLCC_B028,0.1361,1.3,-0.0385,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002977,MLCC_B003,0.1009,0.7,0.0064,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002980,MLCC_B012,0.0921,1.3,-0.0121,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002981,MLCC_B022,0.1202,0.7,0.0621,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002982,MLCC_B011,0.0075,0.12,-0.0011,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002983,MLCC_B003,0.109,0.7,-0.0025,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002984,MLCC_B010,0.0792,0.7,-0.0051,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002985,MLCC_B039,0.0117,0.12,-0.0002,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002986,MLCC_B046,0.0095,0.12,-0.0012,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002987,MLCC_B039,0.017,0.12,0.0024,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002988,MLCC_B046,0.0142,0.12,-0.0043,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002990,MLCC_B037,0.0252,0.25,-0.0043,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002991,MLCC_B044,0.0186,0.12,-0.0029,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002994,MLCC_B051,0.097,0.7,0.036,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002995,MLCC_B039,0.0166,0.12,-0.0007,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002997,MLCC_B024,0.0273,0.25,-0.0196,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
MLCC_C002999,MLCC_B022,0.7765,0.7,0.6223,ABOVE LIMIT,"24h leakage is 0.7765 µA, above the allowed limit of 0.7000 µA.",CHECK / RETEST
MLCC_C003000,MLCC_B028,0.2302,1.3,0.0173,NORMAL,The 24h reading is within the allowed limit and is not unusually high for its batch.,NO EARLY WARNING
